index,order_id,date,status,fulfilment,sales_channel,ship_level,style,sku,category,size,asin,courier_status,qty,currency,amount,ship_city,ship_state,ship_postal,ship_country,promotion_ids,b2b,fulfilled_by
4705,760-1300072-1708631,01-24-23,Shipped,Amazon,Amazon.in,Standard,ST338,ST338-SR-M,Set,XL,B9543437104,Shipped,1,INR,1564.27,Varanasi,Uttar Pradesh,167452,IN,,False,Easy Ship
4706,229-1890157-8618022,07-04-22,Delivered,Amazon,Amazon.in,Standard,ST119,ST119-SR-M,Kurta,M,B7349316210,Delivered,1,INR,1164.71,Agra,Uttar Pradesh,648382,IN,,False,Easy Ship
4707,154-8345554-3497816,05-16-22,Cancelled,Amazon,Amazon.in,Standard,ST951,ST951-SR-XXL,Set,L,B6642617458,,0,INR,0.0,Indore,Madhya Pradesh,280322,IN,,False,Easy Ship
4708,868-4023746-9791452,04-01-22,Cancelled,Merchant,Amazon.in,Standard,ST634,ST634-TP-S,Ethnic Dress,L,B6321578418,,0,INR,0.0,Bhopal,Madhya Pradesh,730783,IN,,False,Easy Ship
4709,250-9779264-3989025,03-28-23,Delivered,Merchant,Amazon.in,Expedited,ST733,ST733-SR-L,Top,XS,B4924034929,Delivered,1,INR,555.45,Mumbai,Maharashtra,754521,IN,,False,Easy Ship
4710,637-7633787-8381355,01-31-23,Returned,Amazon,Amazon.in,Standard,ST265,ST265-TP-XXL,Kurta,S,B9830734437,Returned,1,INR,810.14,Jaipur,Rajasthan,410880,IN,,False,Easy Ship
4711,958-3948046-9964991,10-24-22,Cancelled,Amazon,Amazon.in,Standard,ST683,ST683-SR-L,Western Dress,M,B8228393957,,0,INR,0.0,Meerut,Uttar Pradesh,477094,IN,,False,Easy Ship
4712,304-1950639-6794654,12-15-22,Cancelled,Amazon,Amazon.in,Standard,ST334,ST334-KR-M,Set,3XL,B3931246346,,0,INR,0.0,Bengaluru,Karnataka,207779,IN,,False,Easy Ship
4713,656-4501668-4877898,10-12-22,Delivered,Merchant,Amazon.in,Standard,ST884,ST884-TP-M,Blouse,XXL,B9577536531,Delivered,1,INR,531.32,Kanpur,Uttar Pradesh,689033,IN,,True,Easy Ship
4714,577-6505299-7900962,12-19-22,Delivered,Merchant,Amazon.in,Expedited,ST978,ST978-SR-XXL,Top,M,B5899680904,Delivered,1,INR,860.46,Hyderabad,Telangana,597294,IN,,False,Easy Ship
4715,485-2812872-5136067,02-09-23,Delivered,Merchant,Amazon.in,Standard,ST567,ST567-TP-XL,Kurta,3XL,B9385651431,Delivered,2,INR,1944.08,Amritsar,Punjab,341252,IN,,False,Easy Ship
4716,652-7006134-1939866,04-25-22,Delivered,Merchant,Amazon.in,Expedited,ST404,ST404-TP-S,Ethnic Dress,Free,B1167592365,Delivered,2,INR,1402.34,Rajkot,Gujarat,138071,IN,,False,Easy Ship
4717,430-8187746-6366952,08-20-22,Delivered,Amazon,Amazon.in,Standard,ST638,ST638-SR-S,Saree,XS,B7978549219,Delivered,1,INR,1753.04,Faridabad,Haryana,596619,IN,,False,Easy Ship
4718,304-8965027-1276117,08-06-22,Returned,Amazon,Amazon.in,Standard,ST655,ST655-TP-S,Set,S,B6680018412,Returned,1,INR,2349.21,Meerut,Uttar Pradesh,593491,IN,,True,Easy Ship
4719,144-7517389-9847825,02-18-23,Shipped,Merchant,Amazon.in,Standard,ST157,ST157-SR-Free,Kurta,3XL,B3120851785,Shipped,1,INR,1209.83,Jaipur,Rajasthan,596816,IN,,False,Easy Ship
4720,100-6773480-1553897,12-11-22,Shipped,Amazon,Amazon.in,Standard,ST916,ST916-TP-S,Top,S,B9218215329,Shipped,2,INR,878.12,Nagpur,Maharashtra,658966,IN,,True,Easy Ship
4721,224-1131567-7431063,10-22-22,Shipped,Amazon,Amazon.in,Expedited,ST289,ST289-KR-S,Blouse,XS,B7884902305,Shipped,1,INR,200.98,Vadodara,Gujarat,603367,IN,,False,Easy Ship
4722,820-5709083-6858186,02-21-23,Delivered,Amazon,Amazon.in,Standard,ST965,ST965-SR-M,Kurta,Free,B6151431032,Delivered,1,INR,707.81,Lucknow,Uttar Pradesh,455303,IN,,True,Easy Ship
4723,270-2050199-4820474,02-01-23,Delivered,Amazon,Amazon.in,Standard,ST244,ST244-WD-XS,Ethnic Dress,L,B8996296017,Delivered,2,INR,4290.4,Patna,Bihar,442615,IN,,False,Easy Ship
4724,621-4392216-8881092,10-05-22,Delivered,Merchant,Amazon.in,Standard,ST530,ST530-KR-3XL,Blouse,M,B1526684554,Delivered,1,INR,307.1,Jaipur,Rajasthan,459416,IN,,False,Easy Ship
4725,677-9633280-6131798,05-30-22,Cancelled,Amazon,Amazon.in,Standard,ST393,ST393-TP-Free,Blouse,3XL,B9697936214,,0,INR,0.0,Bengaluru,Karnataka,642312,IN,,False,Easy Ship
4726,666-3864074-7702552,05-21-22,Pending,Amazon,Amazon.in,Standard,ST605,ST605-TP-L,Top,3XL,B7818591639,,1,INR,493.89,Bengaluru,Karnataka,370789,IN,,False,Easy Ship
4727,596-4181179-4812933,04-07-22,Delivered,Amazon,Amazon.in,Expedited,ST388,ST388-KR-S,Kurta,S,B6854842580,Delivered,1,INR,754.25,Mumbai,Maharashtra,714340,IN,,False,Easy Ship
4728,447-6525389-8506310,12-24-22,Cancelled,Merchant,Amazon.in,Standard,ST628,ST628-WD-XXL,Blouse,3XL,B1422139380,,0,INR,0.0,Vadodara,Gujarat,540360,IN,,True,Easy Ship
4729,869-3301977-7059159,06-26-22,Delivered,Amazon,Amazon.in,Standard,ST455,ST455-WD-M,Ethnic Dress,Free,B4070370029,Delivered,2,INR,2624.3,Faridabad,Haryana,114397,IN,,False,Easy Ship
4730,103-1201747-6318255,09-13-22,Pending,Amazon,Amazon.in,Standard,ST767,ST767-TP-M,Western Dress,3XL,B8191389176,,2,INR,2675.02,Nagpur,Maharashtra,263224,IN,,False,Easy Ship
4731,340-9031570-9021986,11-05-22,Pending,Amazon,Amazon.in,Standard,ST293,ST293-KR-XL,Set,XL,B2798198398,,2,INR,3573.74,Surat,Gujarat,455370,IN,,False,Easy Ship
4732,330-8005383-5828681,05-11-22,Delivered,Merchant,Amazon.in,Standard,ST134,ST134-WD-L,Ethnic Dress,L,B8539410366,Delivered,1,INR,2559.84,Meerut,Uttar Pradesh,486038,IN,,False,Easy Ship
4733,845-5555138-1506476,06-27-22,Delivered,Amazon,Amazon.in,Standard,ST259,ST259-WD-3XL,Western Dress,M,B8226205852,Delivered,1,INR,1252.37,Surat,Gujarat,567565,IN,,True,Easy Ship
4734,694-9714251-8589032,01-12-23,Shipped,Amazon,Amazon.in,Standard,ST262,ST262-SR-M,Saree,M,B5880388017,Shipped,1,INR,2179.67,Pune,Maharashtra,146132,IN,,False,Easy Ship
4735,742-9398677-7320399,06-20-22,Delivered,Merchant,Amazon.in,Standard,ST695,ST695-WD-M,Bottom,M,B9639096346,Delivered,1,INR,533.0,Hyderabad,Telangana,377889,IN,,False,Easy Ship
4736,915-2240484-2774553,03-29-23,Cancelled,Merchant,Amazon.in,Standard,ST614,ST614-TP-3XL,Set,XL,B9144627136,,0,INR,0.0,Nagpur,Maharashtra,490504,IN,,False,Easy Ship
4737,226-6592537-3986614,11-21-22,Returned,Merchant,Amazon.in,Expedited,ST408,ST408-TP-S,Saree,S,B4772084813,Returned,1,INR,834.58,Indore,Madhya Pradesh,177955,IN,,False,Easy Ship
4738,236-8966153-6445572,04-27-22,Shipped,Merchant,Amazon.in,Standard,ST351,ST351-TP-3XL,Blouse,S,B2272249703,Shipped,1,INR,298.19,Mumbai,Maharashtra,766086,IN,,False,Easy Ship
4739,875-1627234-1700187,03-24-23,Delivered,Amazon,Amazon.in,Expedited,ST616,ST616-WD-L,Ethnic Dress,M,B2891561923,Delivered,2,INR,3841.22,Jaipur,Rajasthan,629763,IN,,False,Easy Ship
4740,994-3810119-8878419,10-24-22,Shipped,Amazon,Amazon.in,Expedited,ST744,ST744-KR-L,Saree,XL,B1321204864,Shipped,2,INR,1794.06,Amritsar,Punjab,682604,IN,,False,Easy Ship
4741,544-7374368-8085892,01-03-23,Shipped,Merchant,Amazon.in,Expedited,ST351,ST351-SR-XS,Kurta,M,B7877828869,Shipped,1,INR,430.09,Patna,Bihar,386599,IN,,False,Easy Ship
4742,970-3948162-5676590,06-08-22,Shipped,Merchant,Amazon.in,Standard,ST233,ST233-KR-L,Set,M,B8014136189,Shipped,1,INR,894.41,Faridabad,Haryana,586136,IN,,False,Easy Ship
4743,371-5122647-5859143,06-05-22,Delivered,Amazon,Amazon.in,Standard,ST614,ST614-SR-Free,Saree,XXL,B2717008592,Delivered,1,INR,1291.0,Surat,Gujarat,446763,IN,,True,Easy Ship
4744,300-8580213-4910922,03-25-23,Shipped,Merchant,Amazon.in,Expedited,ST391,ST391-TP-XS,Western Dress,S,B5711659529,Shipped,1,INR,736.29,Mumbai,Maharashtra,737633,IN,,False,Easy Ship
4745,635-3280766-3982357,05-13-22,Shipped,Amazon,Amazon.in,Standard,ST475,ST475-TP-S,Bottom,M,B9778084149,Shipped,1,INR,555.61,Surat,Gujarat,573487,IN,,True,Easy Ship
4746,700-9470365-8453130,06-27-22,Shipped,Amazon,Amazon.in,Standard,ST313,ST313-WD-M,Blouse,L,B4596488672,Shipped,1,INR,488.29,Indore,Madhya Pradesh,403649,IN,,False,Easy Ship
4747,557-7767370-5876264,12-30-22,Shipped,Merchant,Amazon.in,Standard,ST529,ST529-SR-XS,Blouse,L,B4697048624,Shipped,3,INR,1853.67,Indore,Madhya Pradesh,233131,IN,,False,Easy Ship
4748,340-5140065-2476862,01-19-23,Delivered,Amazon,Amazon.in,Standard,ST726,ST726-WD-Free,Kurta,S,B3283440752,Delivered,3,INR,2008.86,Patna,Bihar,750708,IN,,False,Easy Ship
4749,304-2261924-2695772,04-02-22,Cancelled,Amazon,Amazon.in,Standard,ST455,ST455-TP-S,Bottom,M,B9332110289,,0,INR,0.0,Vadodara,Gujarat,495441,IN,,False,Easy Ship
4750,124-7087155-8573110,09-04-22,Delivered,Amazon,Amazon.in,Standard,ST495,ST495-TP-M,Ethnic Dress,S,B5098161798,Delivered,1,INR,2292.25,Vadodara,Gujarat,166058,IN,,False,Easy Ship
4751,868-2055500-2331133,04-05-22,Returned,Merchant,Amazon.in,Expedited,ST648,ST648-TP-Free,Set,M,B5651114723,Returned,1,INR,1136.81,Surat,Gujarat,698849,IN,,False,Easy Ship
4752,449-6038153-3562257,10-07-22,Delivered,Amazon,Amazon.in,Expedited,ST320,ST320-TP-S,Kurta,S,B2977256486,Delivered,1,INR,1255.73,Amritsar,Punjab,688872,IN,,True,Easy Ship
4753,124-6413719-8651593,03-26-23,Shipped,Amazon,Amazon.in,Standard,ST864,ST864-TP-XL,Kurta,M,B8666921843,Shipped,1,INR,946.26,Indore,Madhya Pradesh,767287,IN,,False,Easy Ship
4754,153-8496385-8262883,10-20-22,Shipped,Merchant,Amazon.in,Standard,ST985,ST985-KR-S,Kurta,Free,B3515200836,Shipped,1,INR,904.37,Kolkata,West Bengal,271474,IN,,False,Easy Ship
4755,951-6942880-8796753,03-04-23,Delivered,Amazon,Amazon.in,Standard,ST669,ST669-KR-XL,Blouse,XL,B8924334171,Delivered,1,INR,694.98,Meerut,Uttar Pradesh,789771,IN,,False,Easy Ship
4756,223-6784787-2707524,03-29-23,Returned,Amazon,Amazon.in,Standard,ST910,ST910-TP-M,Saree,L,B1399801681,Returned,1,INR,1358.15,Nagpur,Maharashtra,712505,IN,,False,Easy Ship
4757,194-3895726-9127774,04-04-22,Shipped,Amazon,Amazon.in,Standard,ST366,ST366-KR-XL,Set,S,B2676128827,Shipped,1,INR,1580.72,Bhopal,Madhya Pradesh,391131,IN,,False,Easy Ship
4758,916-2092708-1442127,07-30-22,Cancelled,Merchant,Amazon.in,Expedited,ST746,ST746-KR-Free,Western Dress,XXL,B7545908447,,0,INR,0.0,Bengaluru,Karnataka,671120,IN,,False,Easy Ship
4759,356-1323723-2745312,07-24-22,Pending,Merchant,Amazon.in,Standard,ST953,ST953-KR-S,Set,XL,B4675914907,,1,INR,2254.81,Meerut,Uttar Pradesh,525600,IN,,False,Easy Ship
4760,272-8433073-2717760,04-14-22,Shipped,Amazon,Amazon.in,Standard,ST216,ST216-TP-M,Top,3XL,B6899059106,Shipped,2,INR,1258.9,Jaipur,Rajasthan,312721,IN,,False,Easy Ship
4761,751-1046265-7890907,09-13-22,Delivered,Amazon,Amazon.in,Expedited,ST107,ST107-WD-S,Kurta,XXL,B2374675725,Delivered,1,INR,744.26,Hyderabad,Telangana,336654,IN,,False,Easy Ship
4762,491-5847667-1991208,06-20-22,Shipped,Amazon,Amazon.in,Standard,ST983,ST983-KR-L,Top,M,B2062189820,Shipped,2,INR,1066.16,Faridabad,Haryana,286614,IN,,False,Easy Ship
4763,957-4264086-9303867,12-30-22,Cancelled,Merchant,Amazon.in,Standard,ST865,ST865-KR-XL,Set,L,B2953055880,,0,INR,0.0,Kanpur,Uttar Pradesh,703430,IN,,False,Easy Ship
4764,208-6131573-3096291,12-11-22,Pending,Amazon,Amazon.in,Standard,ST785,ST785-TP-XS,Saree,M,B9616174382,,3,INR,6818.61,Amritsar,Punjab,277315,IN,,False,Easy Ship
4765,243-9365802-3903949,05-05-22,Delivered,Amazon,Amazon.in,Standard,ST859,ST859-KR-M,Top,M,B3476966884,Delivered,3,INR,1597.14,Varanasi,Uttar Pradesh,461614,IN,,False,Easy Ship
4766,111-9224056-5978954,09-11-22,Returned,Amazon,Amazon.in,Standard,ST276,ST276-SR-3XL,Top,XL,B7861657672,Returned,3,INR,714.6,Patna,Bihar,693572,IN,,False,Easy Ship
4767,800-7772462-7705787,08-15-22,Pending,Amazon,Amazon.in,Standard,ST558,ST558-KR-Free,Set,M,B5186651700,,1,INR,1602.94,Vadodara,Gujarat,773444,IN,,False,Easy Ship
4768,942-3670584-9196488,08-13-22,Shipped,Amazon,Amazon.in,Standard,ST749,ST749-KR-M,Set,XXL,B4327212158,Shipped,2,INR,1491.94,Mumbai,Maharashtra,444239,IN,,False,Easy Ship
4769,569-4095204-1393210,06-17-22,Delivered,Amazon,Amazon.in,Expedited,ST923,ST923-SR-M,Western Dress,Free,B4325354951,Delivered,1,INR,1485.83,Nagpur,Maharashtra,557280,IN,,False,Easy Ship
4770,496-1333272-7619502,04-10-22,Delivered,Merchant,Amazon.in,Standard,ST396,ST396-KR-XS,Kurta,M,B7311753418,Delivered,1,INR,1173.22,Jaipur,Rajasthan,650941,IN,,False,Easy Ship
4771,789-4065243-8864780,07-20-22,Shipped,Amazon,Amazon.in,Standard,ST747,ST747-KR-XS,Saree,L,B3741040836,Shipped,1,INR,3341.64,Mumbai,Maharashtra,645798,IN,,False,Easy Ship
4772,962-2264134-7038769,01-03-23,Cancelled,Merchant,Amazon.in,Standard,ST271,ST271-TP-L,Kurta,M,B6775926727,,0,INR,0.0,Mumbai,Maharashtra,343460,IN,,False,Easy Ship
4773,502-2953807-9832569,03-02-23,Pending,Amazon,Amazon.in,Standard,ST708,ST708-KR-M,Set,XXL,B4542183308,,1,INR,2039.72,Nagpur,Maharashtra,743594,IN,,False,Easy Ship
4774,210-8985238-4483545,05-08-22,Delivered,Amazon,Amazon.in,Standard,ST700,ST700-TP-L,Blouse,M,B1116874223,Delivered,3,INR,1214.58,Vadodara,Gujarat,303575,IN,,True,Easy Ship
4775,633-3495018-8607011,01-22-23,Delivered,Amazon,Amazon.in,Standard,ST803,ST803-SR-M,Kurta,XL,B5096424846,Delivered,1,INR,703.26,Jaipur,Rajasthan,662227,IN,,False,Easy Ship
4776,932-3592688-1106795,05-15-22,Pending,Merchant,Amazon.in,Expedited,ST434,ST434-SR-M,Set,S,B7838057963,,1,INR,1998.17,Meerut,Uttar Pradesh,530395,IN,,False,Easy Ship
4777,617-3160611-1983248,05-15-22,Cancelled,Amazon,Amazon.in,Standard,ST165,ST165-KR-XXL,Saree,M,B4779882174,,0,INR,0.0,Chennai,Tamil Nadu,217230,IN,,False,Easy Ship
4778,481-7838021-8926013,10-07-22,Returned,Merchant,Amazon.in,Expedited,ST589,ST589-KR-S,Kurta,M,B2386401713,Returned,1,INR,1114.02,Indore,Madhya Pradesh,535882,IN,,False,Easy Ship
4779,241-8435411-4509438,11-02-22,Shipped,Amazon,Amazon.in,Expedited,ST729,ST729-KR-M,Kurta,XS,B8285855879,Shipped,1,INR,705.46,Varanasi,Uttar Pradesh,526094,IN,,False,Easy Ship
4780,700-2199032-8414753,06-21-22,Delivered,Amazon,Amazon.in,Standard,ST658,ST658-WD-Free,Kurta,3XL,B5499642289,Delivered,1,INR,580.78,Nashik,Maharashtra,496340,IN,,False,Easy Ship
4781,197-3191297-5416488,08-19-22,Shipped,Amazon,Amazon.in,Standard,ST605,ST605-WD-XS,Kurta,S,B8313714837,Shipped,1,INR,308.92,Agra,Uttar Pradesh,568127,IN,,False,Easy Ship
4782,702-1309683-2834982,04-16-22,Delivered,Amazon,Amazon.in,Standard,ST585,ST585-KR-3XL,Set,S,B4474931251,Delivered,1,INR,1433.59,Agra,Uttar Pradesh,334075,IN,,False,Easy Ship
4783,207-7052618-2255302,03-18-23,Returned,Merchant,Amazon.in,Standard,ST110,ST110-KR-3XL,Kurta,S,B6948045115,Returned,1,INR,667.59,Kolkata,West Bengal,794448,IN,,False,Easy Ship
4784,647-5459632-2070265,10-27-22,Returned,Amazon,Amazon.in,Expedited,ST381,ST381-WD-3XL,Top,XS,B5731908502,Returned,3,INR,1606.26,Mumbai,Maharashtra,360934,IN,,False,Easy Ship
4785,171-8769245-5407875,10-23-22,Shipped,Amazon,Amazon.in,Standard,ST477,ST477-KR-M,Ethnic Dress,3XL,B7269193747,Shipped,1,INR,1544.98,Chennai,Tamil Nadu,267195,IN,,False,Easy Ship
4786,541-6630864-1130470,03-03-23,Cancelled,Merchant,Amazon.in,Expedited,ST908,ST908-TP-3XL,Top,Free,B3742258014,,0,INR,0.0,Indore,Madhya Pradesh,475559,IN,,True,Easy Ship
4787,919-7592973-1563513,10-25-22,Shipped,Amazon,Amazon.in,Expedited,ST457,ST457-KR-XXL,Bottom,XL,B4114958343,Shipped,1,INR,336.33,Delhi,Delhi,576622,IN,,False,Easy Ship
4788,235-3906336-3059505,03-23-23,Pending,Merchant,Amazon.in,Standard,ST737,ST737-SR-M,Top,M,B8744853573,,1,INR,896.74,Surat,Gujarat,765269,IN,,False,Easy Ship
4789,523-4697759-1624433,12-11-22,Delivered,Merchant,Amazon.in,Expedited,ST171,ST171-WD-M,Set,3XL,B6525791840,Delivered,2,INR,3390.88,Meerut,Uttar Pradesh,736446,IN,,False,Easy Ship
4790,182-8813127-2109193,11-30-22,Shipped,Amazon,Amazon.in,Standard,ST990,ST990-KR-3XL,Top,3XL,B6261619479,Shipped,1,INR,628.63,Amritsar,Punjab,786393,IN,,False,Easy Ship
4791,231-8557941-5593236,12-06-22,Delivered,Amazon,Amazon.in,Standard,ST882,ST882-WD-M,Kurta,3XL,B2614668852,Delivered,2,INR,1279.3,Bengaluru,Karnataka,771228,IN,,False,Easy Ship
4792,930-6124222-8022413,11-11-22,Cancelled,Merchant,Amazon.in,Standard,ST964,ST964-TP-L,Kurta,XL,B6625089705,,0,INR,0.0,Bhopal,Madhya Pradesh,376457,IN,,False,Easy Ship
4793,113-1999345-3609650,02-01-23,Cancelled,Amazon,Amazon.in,Expedited,ST111,ST111-SR-Free,Set,S,B5724459935,,0,INR,0.0,Nashik,Maharashtra,653531,IN,,False,Easy Ship
4794,971-2919758-1019255,07-30-22,Shipped,Amazon,Amazon.in,Standard,ST368,ST368-TP-S,Kurta,L,B3133433703,Shipped,2,INR,2421.8,Nagpur,Maharashtra,134967,IN,,False,Easy Ship
4795,101-9169967-3920913,12-27-22,Pending,Amazon,Amazon.in,Standard,ST995,ST995-WD-L,Blouse,3XL,B6342845516,,3,INR,820.14,Mumbai,Maharashtra,352660,IN,,False,Easy Ship
4796,244-5490185-1140363,03-22-23,Shipped,Amazon,Amazon.in,Standard,ST430,ST430-WD-S,Kurta,M,B1562236361,Shipped,2,INR,938.44,Delhi,Delhi,244652,IN,,False,Easy Ship
4797,564-8286894-1422730,01-29-23,Cancelled,Amazon,Amazon.in,Standard,ST800,ST800-WD-M,Saree,L,B9132763064,,0,INR,0.0,Amritsar,Punjab,720659,IN,,True,Easy Ship
4798,671-4128133-1275246,08-16-22,Pending,Amazon,Amazon.in,Standard,ST422,ST422-KR-3XL,Bottom,XL,B9132804768,,1,INR,786.81,Nashik,Maharashtra,553643,IN,,False,Easy Ship
4799,601-5858344-6306882,09-17-22,Pending,Amazon,Amazon.in,Standard,ST318,ST318-WD-Free,Blouse,XL,B3869572528,,1,INR,631.59,Kolkata,West Bengal,379496,IN,,False,Easy Ship
4800,303-3392300-1158207,12-31-22,Shipped,Amazon,Amazon.in,Standard,ST452,ST452-SR-M,Ethnic Dress,S,B6254529508,Shipped,3,INR,7968.39,Jaipur,Rajasthan,752988,IN,,False,Easy Ship
4801,745-6307288-6105120,06-30-22,Delivered,Amazon,Amazon.in,Standard,ST560,ST560-KR-L,Saree,S,B5370564310,Delivered,2,INR,4376.0,Jaipur,Rajasthan,349429,IN,,False,Easy Ship
4802,286-4746964-1538873,05-07-22,Delivered,Merchant,Amazon.in,Standard,ST526,ST526-WD-M,Kurta,3XL,B9484098844,Delivered,1,INR,1235.68,Pune,Maharashtra,170892,IN,,False,Easy Ship
4803,386-3442610-1995822,04-08-22,Delivered,Amazon,Amazon.in,Expedited,ST357,ST357-TP-S,Set,3XL,B5532327671,Delivered,1,INR,1165.3,Amritsar,Punjab,533656,IN,,False,Easy Ship
4804,809-8974320-7438511,05-29-22,Shipped,Amazon,Amazon.in,Standard,ST354,ST354-KR-3XL,Ethnic Dress,Free,B3998604542,Shipped,1,INR,2442.18,Vadodara,Gujarat,796296,IN,,False,Easy Ship
4805,672-8022301-7036432,06-21-22,Shipped,Amazon,Amazon.in,Standard,ST998,ST998-SR-L,Kurta,L,B2331091882,Shipped,2,INR,615.56,Delhi,Delhi,600463,IN,,False,Easy Ship
4806,155-1142185-1633266,03-15-23,Shipped,Amazon,Amazon.in,Standard,ST338,ST338-WD-XS,Bottom,XL,B3788866294,Shipped,1,INR,660.35,Mumbai,Maharashtra,112427,IN,,False,Easy Ship
4807,972-9889099-9070830,06-26-22,Pending,Amazon,Amazon.in,Standard,ST215,ST215-KR-M,Kurta,L,B7524103934,,3,INR,3352.86,Delhi,Delhi,450485,IN,,False,Easy Ship
4808,280-5720574-3340475,04-29-22,Shipped,Amazon,Amazon.in,Expedited,ST917,ST917-KR-L,Ethnic Dress,L,B8657658196,Shipped,1,INR,1284.1,Vadodara,Gujarat,484386,IN,,False,Easy Ship
4809,826-1860177-7032366,03-06-23,Cancelled,Amazon,Amazon.in,Standard,ST409,ST409-WD-S,Ethnic Dress,S,B8098846848,,0,INR,0.0,Delhi,Delhi,308959,IN,,False,Easy Ship
4810,285-5455845-3525681,08-09-22,Returned,Merchant,Amazon.in,Standard,ST909,ST909-SR-M,Western Dress,XXL,B4762595033,Returned,3,INR,2777.94,Varanasi,Uttar Pradesh,524641,IN,,False,Easy Ship
4811,863-5897392-4754997,02-09-23,Delivered,Amazon,Amazon.in,Expedited,ST123,ST123-KR-S,Saree,L,B2215336278,Delivered,1,INR,3209.35,Jaipur,Rajasthan,170872,IN,,False,Easy Ship
4812,211-4613536-6844494,08-04-22,Cancelled,Amazon,Amazon.in,Standard,ST111,ST111-WD-M,Kurta,M,B1477580515,,0,INR,0.0,Amritsar,Punjab,113978,IN,,False,Easy Ship
4813,940-5199699-3967738,01-07-23,Delivered,Amazon,Amazon.in,Standard,ST876,ST876-KR-M,Top,3XL,B9782773319,Delivered,1,INR,283.68,Kanpur,Uttar Pradesh,769968,IN,,False,Easy Ship
4814,693-2773259-6799781,04-05-22,Delivered,Merchant,Amazon.in,Standard,ST433,ST433-WD-L,Top,XL,B9454937215,Delivered,1,INR,813.68,Jaipur,Rajasthan,618502,IN,,False,Easy Ship
4815,217-4334979-7608771,06-05-22,Shipped,Amazon,Amazon.in,Expedited,ST841,ST841-WD-L,Blouse,S,B2844947785,Shipped,1,INR,250.16,Lucknow,Uttar Pradesh,345305,IN,,False,Easy Ship
4816,469-6126535-5468582,01-15-23,Delivered,Merchant,Amazon.in,Standard,ST334,ST334-WD-XXL,Blouse,3XL,B1354968002,Delivered,2,INR,971.96,Bhopal,Madhya Pradesh,435373,IN,,False,Easy Ship
4817,666-8073434-2589717,10-18-22,Returned,Merchant,Amazon.in,Standard,ST894,ST894-WD-L,Kurta,XS,B1584923239,Returned,1,INR,319.7,Chennai,Tamil Nadu,413855,IN,,False,Easy Ship
4818,985-3638153-9734521,12-26-22,Cancelled,Amazon,Amazon.in,Expedited,ST676,ST676-SR-3XL,Top,XXL,B6276883655,,0,INR,0.0,Meerut,Uttar Pradesh,405633,IN,,False,Easy Ship
4819,876-9586060-1980816,09-23-22,Pending,Amazon,Amazon.in,Standard,ST939,ST939-WD-M,Saree,S,B4986573875,,2,INR,4313.8,Meerut,Uttar Pradesh,787823,IN,,False,Easy Ship
4820,326-6622508-4612033,08-05-22,Delivered,Amazon,Amazon.in,Standard,ST820,ST820-KR-M,Bottom,M,B1836112305,Delivered,2,INR,536.14,Kanpur,Uttar Pradesh,177402,IN,,False,Easy Ship
4821,888-2067215-4110701,05-09-22,Delivered,Merchant,Amazon.in,Expedited,ST560,ST560-TP-M,Saree,M,B9065109863,Delivered,1,INR,3434.65,Amritsar,Punjab,235164,IN,,False,Easy Ship
4822,626-8118514-7589177,10-06-22,Delivered,Amazon,Amazon.in,Standard,ST408,ST408-WD-M,Set,Free,B1025748549,Delivered,1,INR,1353.94,Hyderabad,Telangana,697760,IN,,False,Easy Ship
4823,444-3676787-6948084,04-10-22,Cancelled,Merchant,Amazon.in,Standard,ST596,ST596-TP-3XL,Kurta,3XL,B4895809677,,0,INR,0.0,Hyderabad,Telangana,672208,IN,,False,Easy Ship
4824,869-1298507-4266217,05-27-22,Shipped,Merchant,Amazon.in,Standard,ST194,ST194-KR-3XL,Western Dress,XS,B1163846394,Shipped,3,INR,2930.73,Amritsar,Punjab,221589,IN,,False,Easy Ship
4825,310-2861348-2482606,08-05-22,Returned,Merchant,Amazon.in,Standard,ST741,ST741-SR-S,Top,XS,B8451462410,Returned,1,INR,882.7,Surat,Gujarat,770264,IN,,False,Easy Ship
4826,668-8923145-9788848,04-05-22,Cancelled,Amazon,Amazon.in,Standard,ST544,ST544-WD-S,Set,Free,B8118750848,,0,INR,0.0,Delhi,Delhi,468407,IN,,False,Easy Ship
4827,281-5467025-4025783,09-13-22,Pending,Amazon,Amazon.in,Standard,ST765,ST765-KR-M,Top,L,B7052092442,,1,INR,436.45,Delhi,Delhi,798069,IN,,False,Easy Ship
4828,882-2107942-7396308,10-18-22,Delivered,Amazon,Amazon.in,Standard,ST362,ST362-TP-M,Kurta,XS,B3139679219,Delivered,1,INR,924.88,Meerut,Uttar Pradesh,115675,IN,,False,Easy Ship
4829,420-1055836-7354204,04-23-22,Delivered,Amazon,Amazon.in,Standard,ST639,ST639-WD-M,Blouse,S,B7581770270,Delivered,2,INR,568.5,Lucknow,Uttar Pradesh,637143,IN,,False,Easy Ship
4830,380-2105745-3523029,12-10-22,Cancelled,Amazon,Amazon.in,Standard,ST517,ST517-TP-M,Ethnic Dress,S,B2489897419,,0,INR,0.0,Lucknow,Uttar Pradesh,170055,IN,,False,Easy Ship
4831,103-4297580-3534695,09-05-22,Shipped,Amazon,Amazon.in,Standard,ST229,ST229-SR-Free,Blouse,XXL,B1110948187,Shipped,1,INR,686.09,Chennai,Tamil Nadu,321956,IN,,False,Easy Ship
